"id"|"size"|"prediction"
5889|200|0.994
3846|200|0.334
182|200|1
7097|200|1
6117|200|0.992
1741|200|0.99
4323|200|0.102
166|200|0.472
2405|200|0.164
1890|200|0.284
3613|200|0.498
7301|200|0.944
1081|200|0.058
3725|200|0.984
2208|200|0.568
2734|200|0.342
3045|200|0.498
3003|200|0.09
1036|200|0.548
439|200|0.998
6692|200|1
7700|200|1
5717|200|0.61
6937|200|0.862
6372|200|0.996
1037|200|0.45
6678|200|0.986
6485|200|0.998
7699|200|1
6764|200|0.99
571|200|1
6179|200|0.952
7397|200|0.994
2015|200|0.15
4518|200|0.916
2983|200|0.058
7741|200|0.994
2794|200|0.412
6508|200|1
4389|200|0.948
8756|200|0.082
215|200|0.99
3391|200|0.99
490|200|0.962
4638|200|0.998
4018|200|0.314
2097|200|0.436
5219|200|0.952
853|200|0.962
4938|200|1
4892|200|0.488
5524|200|0.93
1215|200|0.384
4541|200|0.996
7752|200|1
4536|200|0.998
1908|200|0.056
1252|200|0.558
7669|200|0.932
5739|200|0.976
7534|200|0.956
6852|200|0.88
3142|200|0.092
1734|200|0.558
1769|200|0.862
4292|200|0.132
2137|200|0.32
5306|200|0.982
281|200|0.038
6602|200|0.996
1666|200|0.026
7777|200|0.998
3850|200|0.992
8930|200|0.028
8207|200|0.978
527|200|0.992
5704|200|1
5181|200|0.214
3482|200|0.502
6201|200|0.976
5915|200|0.978
901|200|0.986
98|200|0.57
3370|200|0.352
8409|200|0.978
8808|200|0.376
4883|200|0.89
2911|200|0.264
4416|200|0.798
6742|200|0.334
8439|200|0.42
7121|200|0.834
4818|200|0.91
11|200|0.472
6158|200|0.976
1336|200|0.444
7216|200|0.846
7559|200|0.988
1158|200|0.576
7965|200|1
8629|200|0.206
377|200|0.598
3887|200|1
8656|200|0.026
5199|200|1
3888|200|0.984
7356|200|0.994
6089|200|0.986
7436|200|0.998
5081|200|1
7774|200|0.984
1551|200|0.96
6120|200|0.986
4027|200|0.734
1722|200|0.99
305|200|0.018
6176|200|0.998
5209|200|0.996
4878|200|0.764
7512|200|0.998
1674|200|1
1524|200|0.274
110|200|0.01
4815|200|0.812
4741|200|0.914
6548|200|0.986
4101|200|0.008
2724|200|0.166
5644|200|0.982
2615|200|0.992
6352|200|0.994
5944|200|0.96
8651|200|0.714
2951|200|0.092
711|200|0.416
7249|200|0.976
8729|200|0.614
2883|200|0.294
3819|200|0.916
5659|200|0.998
7407|200|1
371|200|0.234
7786|200|0.994
8734|200|0.006
3667|200|0.984
5510|200|0.564
8743|200|0.544
4116|200|0.418
8154|200|0.992
937|200|1
5827|200|0.85
5115|200|1
8171|200|0.988
1026|200|0.66
643|200|0.294
2817|200|0.154
5053|200|0.44
8887|200|0.048
5541|200|0.968
6288|200|0.888
1883|200|0.02
3731|200|0.62
4062|200|0.034
922|200|1
7371|200|0.886
7958|200|0.986
1363|200|0.068
4627|200|0.492
4400|200|0.534
5960|200|0.998
5656|200|0.906
8784|200|0.352
7137|200|0.926
2871|200|0.002
250|200|0.996
2594|200|1
4926|200|0.97
6222|200|1
5025|200|0.002
2014|200|0.002
6396|200|0.948
4376|200|0.19
4581|200|0.99
2322|200|0.988
4548|200|0.992
2678|200|1
744|200|0.484
4235|200|0.052
4836|200|0.924
3470|200|0.544
8217|200|0.998
3753|200|0.964
1953|200|0.1
2483|200|1
8687|200|0.674
247|200|0.98
1492|200|0.998
3930|200|0.998
6779|200|1
1652|200|0.994
1337|200|0.256
7342|200|1
6709|200|0.992
2341|200|0.996
8331|200|0.998
3348|200|0.454
5653|200|0.99
925|200|0.988
8619|200|0.112
3266|200|0.028
1579|200|1
8793|200|0.018
8113|200|1
3939|200|0.978
5782|200|0.996
1056|200|0.506
5122|200|1
8339|200|0.998
8751|200|0.048
1689|200|0.998
5986|200|0.784
4746|200|0.928
6619|200|0.928
6952|200|1
5334|200|1
4375|200|0.058
5914|200|0.774
8949|200|0.552
7425|200|1
5929|200|1
1587|200|1
6608|200|1
8379|200|0.956
5147|200|0.996
7130|200|0.442
1975|200|0.158
8916|200|0.048
7050|200|0.942
8275|200|1
6821|200|0.952
6578|200|0.89
394|200|0.998
5972|200|0.992
2997|200|0.012
2904|200|0.114
2303|200|1
7149|200|0.994
5013|200|0.106
1421|200|0.998
8375|200|0.956
1700|200|0.994
1608|200|0.994
6976|200|0.948
1718|200|0.996
7167|200|0.93
6682|200|0.984
5341|200|0.384
1406|200|0.896
8415|200|0.928
2968|200|0.136
829|200|0.93
2822|200|0.056
5631|200|0.986
7690|200|0.998
3914|200|0.948
4447|200|0.994
8285|200|0.038
8573|200|0.076
4669|200|0.86
7712|200|0.99
1068|200|0.506
7116|200|0.704
3756|200|0.048
4810|200|0.828
6910|200|1
6886|200|0.992
2661|200|1
5977|200|0.964
4779|200|0.604
7082|200|1
6879|200|0.978
7801|200|0.978
1275|200|0.402
3294|200|0.112
4263|200|0.334
3604|200|0.024
4345|200|0.16
3056|200|0.408
8470|200|0.932
6006|200|0.548
7081|200|0.996
1039|200|0.572
372|200|0.234
5446|200|0.994
7285|200|1
851|200|0.984
678|200|0.346
2948|200|0.57
2035|200|0.42
3049|200|0.052
8542|200|0.24
1595|200|0.868
3268|200|0.638
5246|200|0.44
79|200|0.028
8943|200|0.296
8020|200|0.984
6685|200|0.978
4160|200|0.72
8358|200|0.98
3155|200|0.002
3187|200|0.06
1405|200|0.872
532|200|0.99
2457|200|0.962
2598|200|0.42
4850|200|0.992
6456|200|0.856
5490|200|0.96
6902|200|0.992
740|200|0.364
3869|200|1
2881|200|0.012
8528|200|0.102
4343|200|0.194
3539|200|0.048
2905|200|0.3
4084|200|0.228
1860|200|0.002
8062|200|0.654
7365|200|0.996
1044|200|0.002
5117|200|0.602
3921|200|0.988
3401|200|0.974
135|200|0.504
5678|200|0.998
2401|200|0.996
1074|200|0.81
128|200|0.178
4586|200|0.992
4711|200|1
5943|200|0.952
8344|200|0.89
3451|200|0.416
4812|200|0.966
4712|200|0.316
618|200|0.996
3383|200|0.944
82|200|0.39
5780|200|0.784
941|200|0.936
8972|200|0.024
1646|200|1
1032|200|0.904
6013|200|0.934
5183|200|1
3162|200|0.374
2442|200|0.978
7935|200|1
6798|200|1
5086|200|0.998
105|200|0.106
7879|200|0.984
5741|200|0.842
2093|200|0.026
591|200|0.074
8201|200|1
5676|200|0.81
3663|200|0.83
1078|200|0.064
8247|200|0.982
3340|200|0.07
593|200|0.044
1728|200|0.99
777|200|0.32
8394|200|0.738
2368|200|0.56
7346|200|0.99
2449|200|0.524
4372|200|0.106
4442|200|0.976
923|200|0.098
8264|200|1
6733|200|0.38
947|200|0.46
7242|200|0.946
2339|200|1
4050|200|0.312
2768|200|0.5
5597|200|0.916
5065|200|0.918
3474|200|0.498
7981|200|0.964
3791|200|0.996
2220|200|0.448
2980|200|0.014
6289|200|1
3897|200|0.984
7773|200|0.956
334|200|1
6845|200|0.834
7934|200|0.998
1288|200|1
5804|200|0.908
4483|200|0.936
7240|200|0.93
8657|200|0.026
5360|200|1
8114|200|0.996
7578|200|0.96
4875|200|0.88
628|200|0.998
7218|200|0.934
8429|200|0.994
1055|200|0.506
4203|200|0.058
5385|200|0.95
4804|200|0.34
579|200|0.984
5635|200|0.956
5415|200|1
553|200|0.994
6028|200|0.354
2278|200|0.872
2602|200|0.998
1570|200|0.994
6198|200|0.706
269|200|0.944
7439|200|0.952
6761|200|1
2156|200|0.19
295|200|0.996
487|200|0.302
4679|200|0.814
3700|200|0.996
3653|200|0.51
3437|200|0.966
6148|200|0.37
2391|200|0.99
6353|200|0.196
4626|200|0.994
8131|200|0.994
7485|200|0.522
1481|200|1
1281|200|0.078
5050|200|0.284
289|200|0.858
5047|200|0.964
3228|200|0.03
3157|200|0.12
5833|200|0.874
3206|200|0.106
7985|200|0.99
6072|200|0.952
2600|200|0.646
6360|200|0.994
3524|200|0.412
34|200|0.326
5457|200|0.802
2037|200|0.056
5451|200|0.928
2553|200|0.986
8521|200|0.766
2902|200|0.21
6819|200|0.924
3300|200|0.104
1673|200|0.05
7718|200|0.97
320|200|0.2
1479|200|1
6684|200|1
6238|200|0.988
1385|200|0.928
4936|200|0.574
1938|200|0.144
5816|200|0.992
6563|200|0.93
5710|200|0.898
6526|200|0.812
7655|200|0.486
1507|200|0.996
1816|200|0.308
6303|200|0.048
6741|200|0.93
7859|200|1
5831|200|0.994
5403|200|0.986
8490|200|0.988
2085|200|0.498
4585|200|0.998
8661|200|0.058
5041|200|0.236
2777|200|0.444
6362|200|0.988
5611|200|0.996
4782|200|0.914
4734|200|1
1815|200|0.452
6596|200|0.994
7409|200|0.978
4605|200|0.746
706|200|0.294
5175|200|1
4001|200|0.494
5184|200|0.978
1788|200|0.632
8658|200|0.012
6701|200|0.964
7543|200|0.93
6749|200|0.994
2422|200|0.39
5272|200|0.644
5685|200|1
3062|200|0.152
8365|200|0.934
620|200|0.96
5619|200|0.952
4477|200|0.992
5432|200|0.802
3918|200|1
6389|200|0.926
3831|200|0.876
6650|200|0.72
410|200|0.374
8518|200|0.012
1262|200|0.032
3990|200|0.482
4394|200|0.96
2648|200|0.994
4544|200|0.668
6340|200|0.998
99|200|0.398
4449|200|1
864|200|0.93
3299|200|0.11
1469|200|0.998
5186|200|0.99
4976|200|0.47
4481|200|0.914
2116|200|0.278
2925|200|0.088
4482|200|0.99
8371|200|0.988
5700|200|0.978
6645|200|0.964
2407|200|0.996
2668|200|1
225|200|1
7440|200|1
780|200|0.982
6786|200|1
6774|200|1
362|200|0.524
3115|200|0.206
8077|200|1
432|200|0.186
616|200|1
7507|200|0.986
3826|200|0.976
7524|200|0.97
1770|200|0.834
761|200|0.936
7051|200|0.91
57|200|0.248
1863|200|0.006
1153|200|0.99
2522|200|0.98
5409|200|0.998
5768|200|0.686
8444|200|0.952
4268|200|0.608
950|200|0.54
8792|200|0.332
8109|200|1
5692|200|0.102
8100|200|0.996
6942|200|0.978
4775|200|0.234
8252|200|1
5555|200|1
7222|200|1
5102|200|0.996
7561|200|1
2481|200|0.56
4717|200|0.068
4498|200|0.67
5106|200|1
548|200|0.982
2196|200|0.002
4758|200|0.624
8762|200|0.062
6032|200|0.388
7854|200|1
6951|200|0.994
6436|200|0.844
5596|200|0.962
7738|200|0.99
5438|200|0.994
1744|200|0.98
6115|200|0.958
2843|200|0.286
7731|200|1
2217|200|0.776
6294|200|0.996
2787|200|0.408
2511|200|0.988
8315|200|1
1021|200|0.778
4158|200|0.024
4274|200|0.998
3436|200|0.978
1617|200|1
2440|200|1
7047|200|0.956
3730|200|1
875|200|0.128
975|200|0.688
500|200|0.992
3855|200|0.994
1453|200|1
4576|200|0.33
1972|200|0.186
2379|200|0.764
7547|200|0.944
1447|200|0.706
8224|200|0.994
8073|200|0.676
6211|200|1
1798|200|0.488
4925|200|0.998
61|200|0.138
3242|200|0.074
4083|200|0.028
4039|200|0.264
6468|200|0.048
8765|200|0.06
3037|200|0.046
5295|200|0.222
903|200|0.93
6114|200|0.944
6639|200|1
5170|200|0.56
6434|200|0.562
276|200|0.048
1943|200|0.01
8818|200|0.26
2529|200|1
3054|200|0.138
7962|200|0.956
5177|200|0.458
3777|200|0.932
7901|200|0.994
5964|200|0.108
3589|200|0.154
5420|200|0.612
4134|200|0.532
7376|200|0.854
6258|200|0.032
8881|200|0.202
2879|200|0.412
6275|200|0.896
5547|200|0.618
1400|200|0.872
7745|200|0.816
2852|200|0.024
5310|200|0.962
6112|200|0.406
1793|200|0.538
4354|200|0.1
4327|200|0.034
2813|200|0.022
3759|200|0.182
7728|200|0.35
4133|200|0.004
7369|200|0.894
2639|200|0.99
6944|200|0.976
7401|200|0.444
6834|200|0.9
5271|200|0.89
638|200|0.124
5777|200|0.934
6128|200|0.708
7263|200|0.924
6561|200|1
6861|200|1
3047|200|0.112
7661|200|0.99
5783|200|0.924
501|200|0.882
648|200|0.294
2416|200|0.994
6851|200|0.994
6551|200|1
7334|200|1
684|200|0.294
2825|200|0.196
4973|200|0.93
7473|200|0.548
8678|200|0.19
7037|200|0.568
4098|200|0.168
8321|200|0.576
6369|200|0.632
4491|200|0.952
8303|200|1
7714|200|0.998
6555|200|0.938
5791|200|0.704
2030|200|0.34
8045|200|1
530|200|1
728|200|0.996
5425|200|0.96
1149|200|0.622
495|200|1
4887|200|0.898
8953|200|0.07
4407|200|0.174
7171|200|0.298
8296|200|0.99
964|200|0.012
1723|200|0.956
3473|200|0.012
6901|200|0.952
7390|200|0.948
5105|200|0.97
4301|200|0.054
4646|200|0.008
7391|200|0.998
8723|200|0.408
3661|200|0.038
2038|200|0.156
7352|200|0.988
4401|200|0.684
6441|200|1
4279|200|0.998
1362|200|0.574
5564|200|0.964
915|200|0.028
228|200|0.076
3502|200|0.098
144|200|0.166
3781|200|0.974
5603|200|0.938
3089|200|0.1
5909|200|0.996
2585|200|0.994
4220|200|0.13
8281|200|0.994
5974|200|0.772
1988|200|0.138
4884|200|0.98
3709|200|0.97
8362|200|0.076
5641|200|0.992
1282|200|1
7471|200|0.948
5119|200|0.972
7033|200|0.964
837|200|1
6928|200|0.928
6187|200|1
534|200|0.994
2921|200|0.062
5879|200|0.998
2514|200|1
3845|200|0.112
8120|200|0.968
1378|200|0.682
6725|200|0.992
3892|200|0.952
6973|200|0.962
2676|200|0.962
2736|200|0.528
1824|200|0.474
6009|200|0.982
4259|200|0.334
4785|200|0.902
8393|200|0.994
8761|200|0.054
2703|200|0.996
1965|200|0.172
7057|200|0.994
7100|200|0.986
6908|200|0.892
831|200|0.93
7028|200|1
8467|200|0.952
1454|200|1
2826|200|0.1
712|200|0.956
5061|200|0.902
3301|200|0.048
4860|200|0.078
2414|200|1
8750|200|0.186
7462|200|0.956
529|200|0.25
7603|200|0.988
8775|200|0.04
8261|200|0.988
7104|200|0.484
8973|200|0.932
5316|200|1
2023|200|0.502
3480|200|0.012
4033|200|0.056
399|200|0.128
8613|200|0.484
191|200|0.434
7897|200|0.984
3922|200|0.988
6086|200|0.996
3802|200|0.926
2832|200|0.004
8182|200|0.954
7160|200|1
2797|200|0.302
4167|200|0.148
6296|200|0.942
236|200|1
7382|200|0.858
1895|200|0.23
5613|200|0.288
132|200|0.418
2400|200|0.882
7936|200|0.996
4659|200|0.966
8132|200|1
8635|200|0.086
1879|200|0.03
427|200|0.992
2764|200|0.32
2536|200|0.996
2998|200|0.012
7638|200|0.988
7983|200|0.988
8520|200|0.05
1614|200|0.996
5512|200|0.344
2064|200|0.002
1719|200|0.99
771|200|0.316
4471|200|0.98
1016|200|0.66
7877|200|0.998
752|200|0.286
5174|200|0.554
4266|200|0.014
7860|200|0.952
1840|200|1
1396|200|0.034
7894|200|0.978
3012|200|0.608
6462|200|0.994
2841|200|0.098
3655|200|0.048
7418|200|0.996
2269|200|0.356
7890|200|1
233|200|0.998
5947|200|0.948
129|200|0.186
7139|200|0.97
1207|200|1
5070|200|0.898
3775|200|0.98
6411|200|0.988
7355|200|0.886
6811|200|0.958
3190|200|0.01
8211|200|0.674
6865|200|0.97
2757|200|0.882
2013|200|0.33
271|200|0.998
4647|200|0.98
415|200|0.112
8501|200|0.96
6127|200|0.998
6829|200|1
8831|200|0.864
26|200|0.334
6423|200|0.334
5034|200|0.584
1660|200|0.146
3967|200|0.134
4865|200|0.118
3912|200|0.17
5083|200|0.952
1971|200|0.026
374|200|0.986
1322|200|0.946
5885|200|0.952
5689|200|0.102
3118|200|0.226
1921|200|0.426
4558|200|0.428
750|200|0.646
438|200|1
1813|200|0.468
6427|200|0.812
5259|200|0.994
5202|200|0.99
715|200|0.956
8011|200|1
4141|200|0.526
6286|200|0.988
1831|200|0.53
6172|200|1
8220|200|0.998
418|200|0.808
7516|200|0.966
1974|200|0.33
3915|200|0.966
5560|200|0.996
2478|200|1
8637|200|0.08
2752|200|0.876
8348|200|0.954
2120|200|0.074
7613|200|0.93
5180|200|0.782
7999|200|1
3287|200|0.04
7567|200|0.994
1084|200|0.936
768|200|0.572
6437|200|0.996
2295|200|0.996
2488|200|0.444
8666|200|0.124
3879|200|0.174
2459|200|0.984
6328|200|0.988
8605|200|0.38
2018|200|0.112
4736|200|0.962
1342|200|0.442
7075|200|0.948
1464|200|0.992
6092|200|0.63
6363|200|0.932
3347|200|0.382
3006|200|0.046
7900|200|1
2571|200|0.99
983|200|0.89
4827|200|0.23
3811|200|0.026
1448|200|0.798
8976|200|0.202
6313|200|0.972
3878|200|0.358
4333|200|0.698
3034|200|0.064
2194|200|0.93
1105|200|0.058
8170|200|1
4993|200|1
3885|200|0.364
1855|200|0.018
7517|200|0.992
7341|200|0.978
7867|200|0.976
4764|200|1
7819|200|1
1233|200|0.024
1332|200|0.168
6860|200|0.906
1950|200|0.004
5016|200|1
5992|200|1
1357|200|0.334
2692|200|0.46
5979|200|0.994
5467|200|0.954
5344|200|0.932
8492|200|0.098
1229|200|0.37
2141|200|0.318
2993|200|0.892
3427|200|1
5647|200|0.524
8500|200|0.872
5114|200|0.998
897|200|0.988
6305|200|0.892
4630|200|1
2517|200|1
1941|200|0.404
6454|200|0.928
3318|200|0.428
2256|200|0.456
4674|200|0.74
8484|200|1
4472|200|0.86
6003|200|1
3696|200|0.99
1870|200|0.028
2248|200|0.396
4540|200|1
1644|200|0.112
8849|200|0.752
5813|200|0.932
3174|200|0.064
3098|200|0.584
5907|200|0.936
6167|200|0.898
5660|200|0.998
7542|200|1
6755|200|0.992
3412|200|0.102
1854|200|0.166
2636|200|0.67
4173|200|0.358
701|200|0.308
403|200|1
943|200|0.71
7961|200|1
3708|200|1
7992|200|0.992
7532|200|0.952
4727|200|0.71
8794|200|0.018
3694|200|0.438
1376|200|0.072
5242|200|0.42
194|200|0.722
1832|200|0.956
8456|200|0.876
7650|200|0.996
7964|200|0.994
1731|200|0.922
8506|200|0.576
6496|200|0.988
5950|200|0.956
2389|200|0.988
3904|200|0.14
788|200|1
921|200|0.966
5905|200|0.968
8664|200|0.264
3807|200|0.274
5141|200|0.312
7189|200|0.934
1273|200|0.01
672|200|0.614
7322|200|0.842
1049|200|0.592
5179|200|0.474
6101|200|0.372
8304|200|1
3029|200|0.076
8646|200|0.01
5461|200|1
337|200|0.99
2412|200|0.984
2760|200|0.93
3153|200|0.116
6808|200|0.458
6538|200|1
7921|200|1
1818|200|0.468
3371|200|0.046
7630|200|0.37
8866|200|0.048
3317|200|0.31
5262|200|0.01
8731|200|0.098
2382|200|1
8602|200|0.076
7530|200|0.998
510|200|0.988
3018|200|0.608
612|200|0.028
2480|200|0.622
1801|200|0.482
632|200|0.588
8474|200|0.088
865|200|0.986
405|200|0.996
6263|200|0.994
7909|200|0.922
5983|200|0.822
5563|200|0.91
7836|200|0.988
2335|200|1
2672|200|1
4534|200|0.764
1526|200|0.556
5884|200|1
8308|200|0.488
2396|200|0.424
587|200|0.216
5367|200|0.948
8741|200|0.412
6140|200|0.99
2504|200|0.992
1959|200|0.046
3053|200|0.152
2371|200|0.996
5980|200|0.646
7076|200|0.934
6549|200|0.952
426|200|1
4201|200|0.176
4869|200|0.998
7554|200|0.994
7896|200|0.99
2715|200|0.852
1945|200|0.004
2304|200|0.998
390|200|0.932
3550|200|0.038
6842|200|0.616
65|200|0.128
7689|200|1
1329|200|0.26
3222|200|0.022
2896|200|0.058
80|200|0.286
7586|200|1
2233|200|0.066
101|200|0.118
1441|200|0.536
1452|200|0.998
8588|200|0.36
1199|200|0.852
22|200|0.842
1090|200|0.05
1613|200|0.994
51|200|0.148
6667|200|0.892
6876|200|0.446
8563|200|0.318
7881|200|0.864
223|200|0.992
3597|200|0.118
4069|200|0.164
8121|200|0.996
8551|200|0.282
4454|200|0.986
7876|200|0.996
8979|200|0.074
3106|200|0.22
4273|200|0.998
1260|200|0.01
7503|200|0.898
5643|200|0.796
7454|200|0.978
1569|200|1
7107|200|0.812
1496|200|1
2533|200|0.996
5844|200|0.958
7492|200|0.986
7411|200|0.978
6629|200|0.992
7846|200|0.956
1483|200|0.998
5|200|0.348
1537|200|0.998
3795|200|0.992
7405|200|0.998
800|200|0.988
2563|200|1
2203|200|0.258
1827|200|0.444
6255|200|1
7812|200|1
5620|200|0.912
6308|200|1
6043|200|0.57
8091|200|0.988
2006|200|0.01
7345|200|1
5035|200|0.978
995|200|0.556
6016|200|0.994
5368|200|1
1732|200|0.998
2363|200|0.986
4530|200|0.584
2977|200|0.412
3651|200|0.326
2402|200|1
862|200|0.994
2611|200|0.996
6480|200|0.952
3416|200|0.962
3038|200|0.294
6713|200|0.486
4459|200|0.516
6183|200|0.924
7314|200|0.998
8800|200|0.868
8968|200|0.378
3293|200|0.038
7656|200|0.978
6197|200|0.996
6489|200|0.946
6195|200|0.388
4668|200|0.658
8412|200|0.994
402|200|0.996
2366|200|0.998
7110|200|0.524
1830|200|0.714
8128|200|1
6500|200|0.998
4550|200|0.992
4705|200|0.982
3859|200|1
4691|200|0.426
1255|200|0.904
8152|200|0.96
7526|200|1
8530|200|0.462
7845|200|0.048
5428|200|1
5182|200|0.998
7899|200|1
957|200|0.09
1498|200|0.274
6375|200|0.156
197|200|0.336
6348|200|0.952
7180|200|0.882
4446|200|0.996
4997|200|0.056
3044|200|0.018
933|200|0.98
2829|200|0.284
8624|200|0.206
2576|200|0.108
254|200|0.354
3751|200|0.946
2946|200|0.056
5901|200|0.974
473|200|1
8772|200|0.856
8086|200|1
2083|200|0.618
1449|200|0.34
4912|200|0.952
827|200|0.058
8381|200|0.994
5523|200|0.996
8804|200|0.048
6040|200|0.992
1024|200|0.712
797|200|1
1612|200|1
1539|200|1
8592|200|0.106
126|200|0.112
7202|200|0.958
5499|200|0.932
4032|200|0.28
307|200|0.07
8340|200|1
2667|200|0.994
986|200|0.54
7820|200|1
637|200|0.076
3673|200|1
8069|200|1
5021|200|0.596
3647|200|0.57
141|200|0.012
4629|200|1
1626|200|0.996
1218|200|0.138
3265|200|0.074
1724|200|1
5966|200|0.998
6329|200|1
4937|200|0.91
8145|200|1
5609|200|1
724|200|0.294
695|200|0.242
3786|200|0.996
1547|200|0.992
5935|200|0.998
3163|200|0.052
6867|200|0.924
6966|200|0.952
7054|200|0.918
7960|200|1
6536|200|0.996
1851|200|0.04
7562|200|1
2499|200|0.978
774|200|0.746
6054|200|0.954
8754|200|0.098
1663|200|0.32
2866|200|0.014
4250|200|0.06
6440|200|0.942
7275|200|0.996
2073|200|0.098
8271|200|0.298
8533|200|0.076
8361|200|1
8199|200|1
2701|200|0.982
7933|200|0.994
7335|200|0.99
8928|200|0.038
6822|200|0.91
918|200|0.994
5444|200|0.56
2411|200|0.348
5830|200|0.964
7840|200|0.956
5994|200|0.996
4364|200|0.512
2262|200|0.532
6965|200|0.996
2439|200|0.538
5930|200|0.924
2291|200|0.988
5577|200|0.97
4523|200|0.722
8266|200|0.842
8746|200|0.044
91|200|0.068
4584|200|0.668
4895|200|0.924
3997|200|0.27
3690|200|0.99
3682|200|0.994
5753|200|0.918
6696|200|0.986
7348|200|0.842
6381|200|0.924
1062|200|0.674
3199|200|0.206
3128|200|0.112
1456|200|0.398
6430|200|0.994
3481|200|0.502
6911|200|0.994
6873|200|0.952
6180|200|0.954
4374|200|0.152
8310|200|0.536
7071|200|0.994
8860|200|0.354
8570|200|0.01
433|200|0.444
7381|200|0.964
8328|200|0.976
5573|200|0.894
3830|200|0.88
1647|200|0.346
3231|200|0.056
2732|200|0.476
4900|200|0.976
5345|200|0.602
573|200|0.982
3372|200|0.052
5847|200|0.194
4665|200|0.28
4790|200|0.976
2231|200|0.024
6529|200|0.994
7477|200|1
1473|200|0.996
1706|200|1
5330|200|0.222
4614|200|0.984
3151|200|0.1
3316|200|0.124
5503|200|0.536
421|200|0.976
5221|200|0.988
8785|200|0.068
184|200|0.074
4632|200|0.554
2933|200|0.036
4299|200|0.112
7720|200|0.858
2325|200|0.962
6746|200|0.994
893|200|0.974
1407|200|0.934
231|200|0.536
2838|200|0.076
8726|200|0.022
2934|200|0.028
2646|200|0.462
2378|200|0.552
2345|200|0.994
4057|200|0.06
4019|200|0.498
2684|200|0.998
7029|200|0.986
3747|200|0.944
4789|200|1
3664|200|0.91
2282|200|1
8718|200|0.868
2139|200|0.058
5389|200|1
1101|200|0.988
6157|200|0.906
6083|200|0.998
7763|200|0.998
1227|200|0.012
7618|200|1
8713|200|0.83
846|200|0.98
232|200|0.994
5801|200|0.994
2755|200|0.61
4582|200|1
4208|200|0.53
1117|200|0.464
6550|200|0.604
6744|200|0.85
606|200|0.222
4613|200|1
7140|200|0.886
8451|200|0.994
5060|200|0.522
2050|200|0.002
3152|200|0.222
6642|200|0.998
3837|200|0.906
5491|200|0.722
1705|200|0.984
2310|200|0.996
4129|200|0.39
434|200|0.988
520|200|0.998
56|200|0.198
6221|200|1
7584|200|1
5442|200|0.616
4762|200|0.088
702|200|0.576
6122|200|0.96
3431|200|0.984
7683|200|0.976
5431|200|0.74
3345|200|0.568
8816|200|0.918
3492|200|0.044
7595|200|0.244
1631|200|0.99
1373|200|0.01
7626|200|0.622
4238|200|0.086
2216|200|0.728
8660|200|0.596
5479|200|0.566
2899|200|0.012
4165|200|0.15
226|200|0.998
879|200|0.93
1676|200|0.536
5256|200|0.98
563|200|1
8232|200|1
6847|200|0.962
5410|200|0.908
3840|200|1
1136|200|0.114
1466|200|0.312
2250|200|0.634
3077|200|0.662
6265|200|0.978
7370|200|1
5165|200|0.638
8965|200|0.038
2263|200|0.5
449|200|0.996
935|200|0.89
1956|200|0.014
7292|200|0.802
5003|200|1
2160|200|0.378
6647|200|1
7675|200|0.906
1876|200|0.478
5323|200|0.914
2635|200|1
3324|200|0.066
4835|200|1
823|200|0.014
8732|200|0.464
7170|200|0.53
7883|200|0.996
5501|200|0.536
6421|200|0.944
3067|200|0.332
139|200|0.192
6070|200|1
3902|200|0.01
3903|200|0.208
6181|200|0.992
4972|200|0.924
2305|200|0.984
1867|200|0.018
416|200|0.98
7424|200|0.978
3540|200|0.046
2454|200|0.998
5290|200|0.894
4325|200|0.062
580|200|0.078
8258|200|1
1964|200|0.38
4245|200|0.036
4644|200|0.494
7606|200|0.994
4571|200|0.904
1278|200|0.968
4872|200|0.99
7177|200|0.994
565|200|0.008
2178|200|0.148
7978|200|0.964
7490|200|0.998
7698|200|1
4121|200|0.85
3800|200|0.024
3477|200|0.836
2596|200|0.992
4436|200|0.56
6906|200|0.954
6060|200|1
7658|200|1
4834|200|0.72
7887|200|1
4300|200|0.048
482|200|0.992
1607|200|0.984
7235|200|1
1425|200|0.762
5859|200|0.988
4765|200|0.994
1238|200|0.988
5412|200|0.72
