pattern|total_frequency |label|label_frequency|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--402|21|
r.r.r.r.r.|146|From-Normal-UDP-DNS--85|1|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--1853|5|
r.r.r.r.r.|146|From-Normal-UDP-DNS--86|6|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--1008|1|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--400|19|
r.r.r.r.r.|146|From-Normal-UDP-DNS-Oficial.DNS.Server-1|8|
r.r.r.r.r.|146|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.r.r.r.r.|146|From-Normal-UDP-DNS-Oficial.DNS.Server-2|7|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--1010|4|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--338|21|
r.r.r.r.r.|146|From-Botnet-UDP-DNS--1869|1|
r.r.r.r.r.|146|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|4|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--400|3|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--402|4|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--530|2|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--532|1|
.R.r.R.R.r|143|From-Normal-UDP-DNS--85|7|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--338|7|
.R.r.R.R.r|143|From-Normal-UDP-DNS-Oficial.DNS.Server-5|18|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--844|2|
.R.r.R.R.r|143|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--1507|1|
.R.r.R.R.r|143|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
.R.r.R.R.r|143|From-Normal-UDP-DNS-Oficial.DNS.Server-3|4|
.R.r.R.R.r|143|From-Normal-UDP-DNS-Oficial.DNS.Server-2|78|
.R.r.R.R.r|143|From-Normal-UDP-DNS--86|1|
.R.r.R.R.r|143|From-Botnet-UDP-DNS--1509|2|
.R.r.R.R.r|143|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|10|
r.R.R.r.R.|138|From-Botnet-UDP-DNS--400|1|
r.R.R.r.R.|138|From-Botnet-UDP-DNS--402|2|
r.R.R.r.R.|138|From-Botnet-UDP-DNS--530|4|
r.R.R.r.R.|138|From-Normal-UDP-DNS--85|7|
r.R.R.r.R.|138|From-Botnet-UDP-DNS--338|2|
r.R.R.r.R.|138|From-Normal-UDP-DNS-Oficial.DNS.Server-5|19|
r.R.R.r.R.|138|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.R.R.r.R.|138|From-Botnet-UDP-DNS--1507|1|
r.R.R.r.R.|138|From-Normal-UDP-DNS-Oficial.DNS.Server-1|4|
r.R.R.r.R.|138|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.R.R.r.R.|138|From-Normal-UDP-DNS-Oficial.DNS.Server-2|83|
r.R.R.r.R.|138|From-Normal-UDP-DNS--86|2|
r.R.R.r.R.|138|From-Botnet-UDP-DNS--1509|1|
r.R.R.r.R.|138|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|10|
U.U.U.U.U.|135|From-Botnet-UDP-DNS--346|1|
U.U.U.U.U.|135|From-Normal-UDP-DNS--85|5|
U.U.U.U.U.|135|From-Normal-UDP-DNS--87|5|
U.U.U.U.U.|135|From-Normal-UDP-DNS--86|3|
U.U.U.U.U.|135|From-Normal-UDP-DNS-Oficial.DNS.Server-6|24|
U.U.U.U.U.|135|From-Normal-UDP-DNS-Oficial.DNS.Server-1|8|
U.U.U.U.U.|135|From-Normal-UDP-DNS-Oficial.DNS.Server-3|82|
U.U.U.U.U.|135|From-Normal-UDP-DNS-Oficial.DNS.Server-2|5|
U.U.U.U.U.|135|From-Botnet-UDP-DNS--718|2|
U.R.U.U.U.|133|From-Normal-UDP-DNS--87|6|
U.R.U.U.U.|133|From-Normal-UDP-DNS--86|5|
U.R.U.U.U.|133|From-Normal-UDP-DNS-Oficial.DNS.Server-6|24|
U.R.U.U.U.|133|From-Normal-UDP-DNS-Oficial.DNS.Server-1|5|
U.R.U.U.U.|133|From-Normal-UDP-DNS-Oficial.DNS.Server-3|82|
U.R.U.U.U.|133|From-Normal-UDP-DNS-Oficial.DNS.Server-2|10|
U.R.U.U.U.|133|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
.U.U.U.U.U|130|From-Botnet-UDP-DNS--346|1|
.U.U.U.U.U|130|From-Normal-UDP-DNS--85|5|
.U.U.U.U.U|130|From-Normal-UDP-DNS--87|5|
.U.U.U.U.U|130|From-Normal-UDP-DNS--86|1|
.U.U.U.U.U|130|From-Normal-UDP-DNS-Oficial.DNS.Server-6|24|
.U.U.U.U.U|130|From-Normal-UDP-DNS-Oficial.DNS.Server-1|6|
.U.U.U.U.U|130|From-Normal-UDP-DNS-Oficial.DNS.Server-3|81|
.U.U.U.U.U|130|From-Normal-UDP-DNS-Oficial.DNS.Server-2|4|
.U.U.U.U.U|130|From-Botnet-UDP-DNS--718|1|
.U.U.U.U.U|130|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
.U.U.U.U,U|128|From-Botnet-UDP-DNS--346|1|
.U.U.U.U,U|128|From-Normal-UDP-DNS--87|6|
.U.U.U.U,U|128|From-Normal-UDP-DNS--86|1|
.U.U.U.U,U|128|From-Normal-UDP-DNS-Oficial.DNS.Server-6|40|
.U.U.U.U,U|128|From-Normal-UDP-DNS-Oficial.DNS.Server-3|79|
.U.U.U.U,U|128|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
.U.U,U.R.U|128|From-Normal-UDP-DNS-Oficial.DNS.Server-6|47|
.U.U,U.R.U|128|From-Normal-UDP-DNS-Oficial.DNS.Server-3|78|
.U.U,U.R.U|128|From-Normal-UDP-DNS--87|3|
.R.U.U.U.U|127|From-Normal-UDP-DNS--87|7|
.R.U.U.U.U|127|From-Normal-UDP-DNS--86|3|
.R.U.U.U.U|127|From-Normal-UDP-DNS-Oficial.DNS.Server-6|31|
.R.U.U.U.U|127|From-Normal-UDP-DNS-Oficial.DNS.Server-1|4|
.R.U.U.U.U|127|From-Normal-UDP-DNS-Oficial.DNS.Server-3|76|
.R.U.U.U.U|127|From-Normal-UDP-DNS-Oficial.DNS.Server-2|3|
.R.U.U.U.U|127|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--70|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--2066|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--96|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--376|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--2143|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--158|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1279|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1038|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--152|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--817|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1443|5|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1442|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1444|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--524|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1751|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--2180|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1773|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1469|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--97|11|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1404|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1522|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1909|8|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1947|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1789|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--126|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1869|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--814|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1100|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1068|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--894|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--395|8|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1166|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1704|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1312|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1661|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1316|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1625|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--962|2|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1372|4|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1510|1|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1683|6|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1681|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--866|3|
,r,r,r,r,r|127|From-Botnet-UDP-DNS--1640|6|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--70|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--97|11|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--96|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--376|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--2143|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--158|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1279|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1038|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1011|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--152|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--817|5|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1443|5|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1442|2|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1444|2|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--524|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1751|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--2180|2|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1773|4|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1469|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1404|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1522|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1909|8|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1947|4|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1789|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--126|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--814|4|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1100|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1068|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1541|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--894|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--395|8|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1166|4|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1312|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1316|4|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1458|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1625|2|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--962|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1372|4|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1510|1|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1683|6|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1681|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--866|3|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1640|5|
r,r,r,r,r,|125|From-Botnet-UDP-DNS--1477|1|
.R.U.U,U.R|122|From-Normal-UDP-DNS-Oficial.DNS.Server-6|46|
.R.U.U,U.R|122|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
.R.U.U,U.R|122|From-Normal-UDP-DNS-Oficial.DNS.Server-3|70|
.R.U.U,U.R|122|From-Normal-UDP-DNS--87|3|
.R.U.U,U.R|122|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
.U.U,U.R,U|121|From-Normal-UDP-DNS-Oficial.DNS.Server-6|39|
.U.U,U.R,U|121|From-Normal-UDP-DNS-Oficial.DNS.Server-3|78|
.U.U,U.R,U|121|From-Normal-UDP-DNS--87|3|
.U.U,U.R,U|121|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
U.R.U.R.U.|115|From-Normal-UDP-DNS--85|3|
U.R.U.R.U.|115|From-Normal-UDP-DNS--87|9|
U.R.U.R.U.|115|From-Normal-UDP-DNS--86|3|
U.R.U.R.U.|115|From-Normal-UDP-DNS-Oficial.DNS.Server-6|27|
U.R.U.R.U.|115|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
U.R.U.R.U.|115|From-Normal-UDP-DNS-Oficial.DNS.Server-3|55|
U.R.U.R.U.|115|From-Normal-UDP-DNS-Oficial.DNS.Server-2|14|
U.R.U.R.U.|115|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
.U.U.R.U.U|104|From-Normal-UDP-DNS--87|1|
.U.U.R.U.U|104|From-Normal-UDP-DNS--86|2|
.U.U.R.U.U|104|From-Normal-UDP-DNS-Oficial.DNS.Server-6|23|
.U.U.R.U.U|104|From-Normal-UDP-DNS-Oficial.DNS.Server-1|3|
.U.U.R.U.U|104|From-Normal-UDP-DNS-Oficial.DNS.Server-3|64|
.U.U.R.U.U|104|From-Normal-UDP-DNS-Oficial.DNS.Server-2|11|
U.U.U.R.U.|103|From-Normal-UDP-DNS--87|5|
U.U.U.R.U.|103|From-Normal-UDP-DNS--86|2|
U.U.U.R.U.|103|From-Normal-UDP-DNS-Oficial.DNS.Server-6|17|
U.U.U.R.U.|103|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
U.U.U.R.U.|103|From-Normal-UDP-DNS-Oficial.DNS.Server-3|71|
U.U.U.R.U.|103|From-Normal-UDP-DNS-Oficial.DNS.Server-2|7|
.S.S.s.S.S|103|From-Botnet-UDP-DNS--405|2|
.S.S.s.S.S|103|From-Botnet-TCP-Unknown-Attempt-436|20|
.S.S.s.S.S|103|From-Botnet-TCP-Unknown-Attempt-435|18|
.S.S.s.S.S|103|From-Botnet-TCP-Unknown-Attempt-432|20|
.S.S.s.S.S|103|From-Botnet-TCP-SMTP-SPAM-628|1|
.S.S.s.S.S|103|From-Botnet-TCP-HTTP-Attempt-459|11|
.S.S.s.S.S|103|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
.S.S.s.S.S|103|From-Botnet-TCP-HTTP-Attempt-461|15|
.S.S.s.S.S|103|From-Botnet-TCP-HTTP-Attempt-460|15|
S.S.s.S.S.|102|From-Botnet-UDP-DNS--405|2|
S.S.s.S.S.|102|From-Botnet-TCP-Unknown-Attempt-436|20|
S.S.s.S.S.|102|From-Botnet-TCP-Unknown-Attempt-435|18|
S.S.s.S.S.|102|From-Botnet-TCP-Unknown-Attempt-432|20|
S.S.s.S.S.|102|From-Botnet-TCP-HTTP-Attempt-459|12|
S.S.s.S.S.|102|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
S.S.s.S.S.|102|From-Botnet-TCP-HTTP-Attempt-461|15|
S.S.s.S.S.|102|From-Botnet-TCP-HTTP-Attempt-460|14|
.R,U.U.U.R|102|From-Normal-UDP-DNS--87|5|
.R,U.U.U.R|102|From-Normal-UDP-DNS--86|2|
.R,U.U.U.R|102|From-Normal-UDP-DNS-Oficial.DNS.Server-6|25|
.R,U.U.U.R|102|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
.R,U.U.U.R|102|From-Normal-UDP-DNS-Oficial.DNS.Server-3|68|
.R,U.U.U.R|102|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
.U.R.U.U,U|101|From-Normal-UDP-DNS--85|1|
.U.R.U.U,U|101|From-Normal-UDP-DNS--87|2|
.U.R.U.U,U|101|From-Normal-UDP-DNS--86|1|
.U.R.U.U,U|101|From-Normal-UDP-DNS-Oficial.DNS.Server-6|36|
.U.R.U.U,U|101|From-Normal-UDP-DNS-Oficial.DNS.Server-3|59|
.U.R.U.U,U|101|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--817|1|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--400|5|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--402|11|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--530|9|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--532|9|
R.R.r.r.r.|99|From-Normal-UDP-DNS--85|2|
R.R.r.r.r.|99|From-Normal-UDP-DNS--86|2|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--844|1|
R.R.r.r.r.|99|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--1507|10|
R.R.r.r.r.|99|From-Normal-UDP-DNS-Oficial.DNS.Server-1|3|
R.R.r.r.r.|99|From-Normal-UDP-DNS-Oficial.DNS.Server-3|11|
R.R.r.r.r.|99|From-Normal-UDP-DNS-Oficial.DNS.Server-2|4|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--1010|3|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--338|12|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--1509|3|
R.R.r.r.r.|99|From-Botnet-UDP-DNS--1007|1|
R.R.r.r.r.|99|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|11|
.s.S.S.S.S|99|From-Botnet-UDP-DNS--405|5|
.s.S.S.S.S|99|From-Botnet-TCP-Unknown-Attempt-436|13|
.s.S.S.S.S|99|From-Botnet-TCP-Unknown-Attempt-435|19|
.s.S.S.S.S|99|From-Botnet-TCP-Unknown-Attempt-432|18|
.s.S.S.S.S|99|From-Botnet-TCP-HTTP-Attempt-459|13|
.s.S.S.S.S|99|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
.s.S.S.S.S|99|From-Botnet-TCP-HTTP-Attempt-461|11|
.s.S.S.S.S|99|From-Botnet-TCP-HTTP-Attempt-460|19|
s.S.S.S.S.|98|From-Botnet-UDP-DNS--405|2|
s.S.S.S.S.|98|From-Botnet-TCP-Unknown-Attempt-436|14|
s.S.S.S.S.|98|From-Botnet-TCP-Unknown-Attempt-435|19|
s.S.S.S.S.|98|From-Botnet-TCP-Unknown-Attempt-432|18|
s.S.S.S.S.|98|From-Botnet-TCP-HTTP-Attempt-459|13|
s.S.S.S.S.|98|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
s.S.S.S.S.|98|From-Botnet-TCP-HTTP-Attempt-461|11|
s.S.S.S.S.|98|From-Botnet-TCP-HTTP-Attempt-460|19|
s.S.S.S.S.|98|From-Botnet-TCP-SMTP-SPAM-626|1|
S.S.S.S.s.|97|From-Botnet-UDP-DNS--405|1|
S.S.S.S.s.|97|From-Botnet-TCP-Unknown-Attempt-436|17|
S.S.S.S.s.|97|From-Botnet-TCP-Unknown-Attempt-435|23|
S.S.S.S.s.|97|From-Botnet-TCP-Unknown-Attempt-432|15|
S.S.S.S.s.|97|From-Botnet-TCP-HTTP-Attempt-459|10|
S.S.S.S.s.|97|From-Botnet-TCP-HTTP-Attempt-461|13|
S.S.S.S.s.|97|From-Botnet-TCP-HTTP-Attempt-460|18|
.S.S.S.S.s|96|From-Botnet-TCP-Unknown-Attempt-436|17|
.S.S.S.S.s|96|From-Botnet-TCP-Unknown-Attempt-435|23|
.S.S.S.S.s|96|From-Botnet-TCP-Unknown-Attempt-432|15|
.S.S.S.S.s|96|From-Botnet-TCP-HTTP-Attempt-460|18|
.S.S.S.S.s|96|From-Botnet-TCP-HTTP-Attempt-461|13|
.S.S.S.S.s|96|From-Botnet-TCP-HTTP-Attempt-459|10|
s.s.s.s.s.|94|From-Botnet-UDP-DNS--405|34|
s.s.s.s.s.|94|From-Botnet-TCP-Unknown-Attempt-436|10|
s.s.s.s.s.|94|From-Botnet-TCP-Unknown-Attempt-435|17|
s.s.s.s.s.|94|From-Botnet-TCP-Unknown-Attempt-432|8|
s.s.s.s.s.|94|From-Botnet-TCP-HTTP-Attempt-459|16|
s.s.s.s.s.|94|From-Botnet-TCP-HTTP-Attempt-461|5|
s.s.s.s.s.|94|From-Botnet-TCP-HTTP-Attempt-460|4|
.s.s.s.s.s|94|From-Botnet-UDP-DNS--405|34|
.s.s.s.s.s|94|From-Botnet-TCP-Unknown-Attempt-436|10|
.s.s.s.s.s|94|From-Botnet-TCP-Unknown-Attempt-435|17|
.s.s.s.s.s|94|From-Botnet-TCP-Unknown-Attempt-432|8|
.s.s.s.s.s|94|From-Botnet-TCP-HTTP-Attempt-459|16|
.s.s.s.s.s|94|From-Botnet-TCP-HTTP-Attempt-461|5|
.s.s.s.s.s|94|From-Botnet-TCP-HTTP-Attempt-460|4|
S.S.S.s.S.|92|From-Botnet-UDP-DNS--405|5|
S.S.S.s.S.|92|From-Botnet-TCP-Unknown-Attempt-436|16|
S.S.S.s.S.|92|From-Botnet-TCP-Unknown-Attempt-435|18|
S.S.S.s.S.|92|From-Botnet-TCP-Unknown-Attempt-432|15|
S.S.S.s.S.|92|From-Botnet-TCP-SMTP-SPAM-628|1|
S.S.S.s.S.|92|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
S.S.S.s.S.|92|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
S.S.S.s.S.|92|From-Botnet-TCP-HTTP-Attempt-459|10|
S.S.S.s.S.|92|From-Botnet-TCP-HTTP-Attempt-461|11|
S.S.S.s.S.|92|From-Botnet-TCP-HTTP-Attempt-460|14|
.U.R.U.U.U|91|From-Normal-UDP-DNS--87|5|
.U.R.U.U.U|91|From-Normal-UDP-DNS--86|5|
.U.R.U.U.U|91|From-Normal-UDP-DNS-Oficial.DNS.Server-6|14|
.U.R.U.U.U|91|From-Normal-UDP-DNS-Oficial.DNS.Server-1|4|
.U.R.U.U.U|91|From-Normal-UDP-DNS-Oficial.DNS.Server-3|52|
.U.R.U.U.U|91|From-Normal-UDP-DNS-Oficial.DNS.Server-2|9|
.U.R.U.U.U|91|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
.U,U.R.U.R|91|From-Normal-UDP-DNS-Oficial.DNS.Server-6|31|
.U,U.R.U.R|91|From-Normal-UDP-DNS-Oficial.DNS.Server-3|55|
.U,U.R.U.R|91|From-Normal-UDP-DNS--87|5|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--817|1|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--1011|1|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--400|9|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--402|17|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--530|12|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--532|12|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--1853|1|
R.r.r.r.r.|90|From-Normal-UDP-DNS--86|1|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--844|1|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--1507|3|
R.r.r.r.r.|90|From-Normal-UDP-DNS-Oficial.DNS.Server-1|4|
R.r.r.r.r.|90|From-Normal-UDP-DNS-Oficial.DNS.Server-3|5|
R.r.r.r.r.|90|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--1010|3|
R.r.r.r.r.|90|From-Botnet-UDP-DNS--338|13|
R.r.r.r.r.|90|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|5|
U.U.U,U.R,|87|From-Normal-UDP-DNS-Oficial.DNS.Server-6|22|
U.U.U,U.R,|87|From-Normal-UDP-DNS--85|1|
U.U.U,U.R,|87|From-Normal-UDP-DNS-Oficial.DNS.Server-3|62|
U.U.U,U.R,|87|From-Normal-UDP-DNS--87|2|
S.s.S.S.S.|87|From-Botnet-UDP-DNS--405|3|
S.s.S.S.S.|87|From-Botnet-TCP-Unknown-Attempt-436|14|
S.s.S.S.S.|87|From-Botnet-TCP-Unknown-Attempt-435|14|
S.s.S.S.S.|87|From-Botnet-TCP-Unknown-Attempt-432|21|
S.s.S.S.S.|87|From-Botnet-TCP-HTTP-Attempt-459|7|
S.s.S.S.S.|87|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
S.s.S.S.S.|87|From-Botnet-TCP-HTTP-Attempt-461|14|
S.s.S.S.S.|87|From-Botnet-TCP-HTTP-Attempt-460|13|
.U.R,U.U.U|87|From-Normal-UDP-DNS-Oficial.DNS.Server-6|22|
.U.R,U.U.U|87|From-Normal-UDP-DNS-Oficial.DNS.Server-3|59|
.U.R,U.U.U|87|From-Normal-UDP-DNS--87|5|
.U.R,U.U.U|87|From-Normal-UDP-DNS--86|1|
.S.s.S.S.S|87|From-Botnet-UDP-DNS--405|3|
.S.s.S.S.S|87|From-Botnet-TCP-Unknown-Attempt-436|14|
.S.s.S.S.S|87|From-Botnet-TCP-Unknown-Attempt-435|14|
.S.s.S.S.S|87|From-Botnet-TCP-Unknown-Attempt-432|21|
.S.s.S.S.S|87|From-Botnet-TCP-HTTP-Attempt-459|7|
.S.s.S.S.S|87|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
.S.s.S.S.S|87|From-Botnet-TCP-HTTP-Attempt-461|14|
.S.s.S.S.S|87|From-Botnet-TCP-HTTP-Attempt-460|13|
.S.S.S.s.S|87|From-Botnet-UDP-DNS--405|2|
.S.S.S.s.S|87|From-Botnet-TCP-Unknown-Attempt-436|16|
.S.S.S.s.S|87|From-Botnet-TCP-Unknown-Attempt-435|17|
.S.S.S.s.S|87|From-Botnet-TCP-Unknown-Attempt-432|15|
.S.S.S.s.S|87|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
.S.S.S.s.S|87|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
.S.S.S.s.S|87|From-Botnet-TCP-HTTP-Attempt-459|10|
.S.S.S.s.S|87|From-Botnet-TCP-HTTP-Attempt-461|11|
.S.S.S.s.S|87|From-Botnet-TCP-HTTP-Attempt-460|14|
.R.U.R.U.U|87|From-Normal-UDP-DNS--85|1|
.R.U.R.U.U|87|From-Normal-UDP-DNS--87|5|
.R.U.R.U.U|87|From-Normal-UDP-DNS--86|2|
.R.U.R.U.U|87|From-Normal-UDP-DNS-Oficial.DNS.Server-6|25|
.R.U.R.U.U|87|From-Normal-UDP-DNS-Oficial.DNS.Server-3|44|
.R.U.R.U.U|87|From-Normal-UDP-DNS-Oficial.DNS.Server-2|9|
.R.U.R.U.U|87|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
U.U.U.R.R.|86|From-Normal-UDP-DNS--85|1|
U.U.U.R.R.|86|From-Normal-UDP-DNS--87|3|
U.U.U.R.R.|86|From-Normal-UDP-DNS--86|5|
U.U.U.R.R.|86|From-Normal-UDP-DNS-Oficial.DNS.Server-6|4|
U.U.U.R.R.|86|From-Normal-UDP-DNS-Oficial.DNS.Server-1|6|
